execution_id,best_fitness,total_time
4107,29.0,75.823
4108,29.0,74.763
4109,30.0,75.949
4110,30.0,76.743
4111,30.0,78.93
4112,30.0,75.74
4113,29.0,74.955
4114,29.0,76.551
4115,29.0,76.722
4116,29.0,79.484
4117,29.0,73.757
4118,30.0,76.237
4119,29.0,79.685
4120,30.0,76.125
4121,30.0,75.053
4122,30.0,74.926
4123,29.0,74.968
4124,29.0,76.975
4125,31.0,75.057
4126,30.0,74.974
4127,29.0,75.978
4128,30.0,75.463
4129,29.0,72.929
4130,30.0,74.818
4131,30.0,75.633
4132,29.0,77.654
4133,30.0,74.67
4134,30.0,74.776
4135,30.0,75.065
4136,30.0,77.522
4137,29.0,78.252
4138,29.0,77.274
4139,30.0,77.928
4140,30.0,76.748
4141,29.0,74.958
4142,30.0,75.295
4143,30.0,74.989
4144,31.0,73.744
4145,29.0,75.143
4146,29.0,75.229
4147,29.0,72.978
4148,29.0,73.73
4149,29.0,76.754
4150,30.0,78.191
4151,30.0,77.324
4152,30.0,75.134
4153,30.0,75.828
4154,30.0,74.542
4155,30.0,74.98
4156,30.0,74.836
